1456468124	00 00 35 35 02 0f 11 df c3	00 00 35 35 02 0f ea cf c3	55536
1456468126	00 00 35 37 02 1f 66 9f c3	00 00 35 37 02 20 aa 67 c3	82888
1456468128	00 00 35 39 02 6e fe 1c c3	00 00 35 39 02 70 15 a4 c3	71560
1456468130	00 00 35 3b 02 79 e0 75 c3	00 00 35 3b 02 7a be 9d c3	56872
1456468132	00 00 35 3d 02 84 fe 6d c3	00 00 35 3d 02 85 f2 5d c3	62448
1456468134	00 00 35 3f 02 8f fc 9e c3	00 00 35 3f 02 90 ba 46 c3	48552
1456468136	00 00 35 41 02 9b bd b6 c3	00 00 35 41 02 9c b2 5e c3	62632
1456468138	00 00 35 43 02 a6 82 de c3	00 00 35 43 02 a7 35 c6 c3	45800
1456468140	00 00 35 45 02 b1 7a 97 c3	00 00 35 45 02 b2 30 1f c3	46472
1456468142	00 00 35 47 02 bd 4c b7 c3	00 00 35 47 02 be 28 27 c3	56176
1456468144	00 00 35 49 02 c8 f7 2f c3	00 00 35 49 02 c9 de 3f c3	59152
1456468146	00 00 35 4b 02 d4 59 10 c3	00 00 35 4b 02 d5 64 80 c3	68464
1456468148	00 00 35 4d 02 df 77 60 c3	00 00 35 4d 02 e0 8f b8 c3	71768
1456468150	00 00 35 4f 02 ea cb b9 c3	00 00 35 4f 02 eb a6 b9 c3	56064
1456468152	00 00 35 51 02 f6 b3 01 c3	00 00 35 51 02 f7 5c b9 c3	43448
1456468154	00 00 35 53 03 02 17 69 c3	00 00 35 53 03 03 0d e9 c3	63104
1456468156	00 00 35 55 03 0d 39 3a c3	00 00 35 55 03 0e 34 72 c3	64312
1456468158	00 00 35 57 03 18 c5 ba c3	00 00 35 57 03 19 80 52 c3	47768
1456468160	00 00 35 59 03 24 89 62 c3	00 00 35 59 03 25 b9 1b c3	77753
1456468162	00 00 35 5b 03 2f d2 d9 c3	00 00 35 5b 03 30 e3 d1 c3	69880
1456468164	00 00 35 5d 03 3b 01 81 c3	00 00 35 5d 03 3b ed 51 c3	60368
1456468166	00 00 35 5f 03 46 3b 49 c3	00 00 35 5f 03 47 70 99 c3	79184
1456468168	00 00 35 61 03 52 43 65 c3	00 00 35 61 03 53 2e 35 c3	60112
1456468170	00 00 35 63 03 5d 10 3d c3	00 00 35 63 03 5d bd 25 c3	44264
1456468172	00 00 35 65 03 68 17 c5 c3	00 00 35 65 03 68 e3 d5 c3	52240
1456468174	00 00 35 67 03 75 ba 6b c3	00 00 35 67 03 76 54 8b c3	39456
1456468176	00 00 35 69 03 80 1a 23 c3	00 00 35 69 03 81 14 93 c3	64112
1456468178	00 00 35 6b 03 89 c5 59 c3	00 00 35 6b 03 8a 96 b9 c3	53600
1456468180	00 00 35 6d 03 93 a9 19 c3	00 00 35 6d 03 94 cc 39 c3	74528
1456468182	00 00 35 6f 03 9d dc 71 c3	00 00 35 6f 03 9e b5 91 c3	55584
1456468184	00 00 35 71 03 a7 69 b1 c3	00 00 35 71 03 a8 a7 b1 c3	81408
1456468186	00 00 35 73 03 b1 44 f1 c3	00 00 35 73 03 b2 7b 01 c3	79376
1456468188	00 00 35 75 03 bb 4e 18 c3	00 00 35 75 03 bc 10 c0 c3	49832
1456468190	00 00 35 77 03 c4 d9 e8 c3	00 00 35 77 03 c5 c0 18 c3	58928
1456468192	00 00 35 79 03 ce 74 20 c3	00 00 35 79 03 cf 37 30 c3	49936
1456468194	00 00 35 7b 03 d8 8c 4f c3	00 00 35 7b 03 d9 b8 37 c3	76776
1456468196	00 00 35 7d 03 e1 dd d7 c3	00 00 35 7d 03 e3 13 bf c3	79336
1456468198	00 00 35 7f 03 eb f1 07 c3	00 00 35 7f 03 ed 2b 6f c3	80488
1456468200	00 00 35 81 03 f6 7f 9e c3	00 00 35 81 03 f7 5a 0e c3	55920
1456468202	00 00 35 83 04 00 76 be c3	00 00 35 83 04 01 84 d6 c3	69144
1456468204	00 00 35 85 04 0a a1 46 c3	00 00 35 85 04 0b b8 f6 c3	71600
1456468206	00 00 35 87 04 14 f9 0d c3	00 00 35 87 04 15 fe 8d c3	66944
1456468208	00 00 35 89 04 1e 8e c5 c3	00 00 35 89 04 1f 90 25 c3	65888
1456468210	00 00 35 8b 04 29 0b 8d c3	00 00 35 8b 04 29 d3 75 c3	51176
1456468212	00 00 35 8d 04 33 4b e4 c3	00 00 35 8d 04 33 ff cc c3	46056
1456468214	00 00 35 8f 04 3d 38 e4 c3	00 00 35 8f 04 3d f7 cc c3	48872
1456468216	00 00 35 91 04 46 f6 d4 c3	00 00 35 91 04 48 39 d4 c3	82688
1456468218	00 00 35 93 04 50 6d 74 c3	00 00 35 93 04 51 60 ec c3	62328
1456468220	00 00 35 95 04 5a 92 c4 c3	00 00 35 95 04 5b 5a dc c3	51224
1456468222	00 00 35 97 04 65 38 61 c3	00 00 35 97 04 66 1f f1 c3	59280
1456468224	00 00 35 99 04 6e f9 a1 c3	00 00 35 99 04 70 1f e9 c3	75336
1456468226	00 00 35 9b 04 79 f2 01 c3	00 00 35 9b 04 7a 99 89 c3	42888
1456468228	00 00 35 9d 04 83 d9 14 c3	00 00 35 9d 04 84 e8 a4 c3	69520
1456468230	00 00 35 9f 04 8d b9 1c c3	00 00 35 9f 04 8e b2 2c c3	63760
1456468232	00 00 35 a1 04 98 1d ee c3	00 00 35 a1 04 98 d8 0e c3	47648
1456468234	00 00 35 a3 04 a1 e9 67 c3	00 00 35 a3 04 a2 b8 c7 c3	53088
1456468236	00 00 35 a5 04 ab 83 28 c3	00 00 35 a5 04 ac b8 f0 c3	79304
1456468238	00 00 35 a7 04 b5 80 98 c3	00 00 35 a7 04 b6 87 58 c3	67264
1456468240	00 00 35 a9 04 bf 9a 40 c3	00 00 35 a9 04 c0 6b b8 c3	53624
1456468242	00 00 35 ab 04 c9 20 e1 c3	00 00 35 ab 04 ca 2d c9 c3	68840
1456468244	00 00 35 ad 04 d4 2d 21 c3	00 00 35 ad 04 d5 3e 61 c3	69952
1456468246	00 00 35 af 04 de 00 39 c3	00 00 35 af 04 df 38 91 c3	79960
1456468248	00 00 35 b1 04 e7 be 8a c3	00 00 35 b1 04 e8 7f 72 c3	49384
1456468250	00 00 35 b3 04 f2 2e 22 c3	00 00 35 b3 04 f3 29 5a c3	64312
1456468252	00 00 35 b5 04 fc fa 72 c3	00 00 35 b5 04 fe 2f 22 c3	79024
1456468254	00 00 35 b7 05 07 ae 0b c3	00 00 35 b7 05 08 97 7b c3	59760
1456468256	00 00 35 b9 05 11 90 83 c3	00 00 35 b9 05 12 ae b3 c3	73264
1456468258	00 00 35 bb 05 1b e7 2b c3	00 00 35 bb 05 1c e6 a3 c3	65400
1456468260	00 00 35 bd 05 25 af 64 c3	00 00 35 bd 05 26 db 0c c3	76712
1456468262	00 00 35 bf 05 30 49 6c c3	00 00 35 bf 05 31 7b 44 c3	78296
1456468264	00 00 35 c1 05 3b 26 94 c3	00 00 35 c1 05 3c 0c c4 c3	58928
1456468266	00 00 35 c3 05 44 a5 bd c3	00 00 35 c3 05 45 97 7d c3	61888
1456468268	00 00 35 c5 05 4e 83 a7 c3	00 00 35 c5 05 4f 24 9f c3	41208
1456468270	00 00 35 c7 05 59 62 5f c3	00 00 35 c7 05 5a 56 3f c3	62432
1456468272	00 00 35 c9 05 63 18 87 c3	00 00 35 c9 05 64 1b 8f c3	66312
1456468274	00 00 35 cb 05 6d 56 d9 c3	00 00 35 cb 05 6e 9b 01 c3	82984
1456468276	00 00 35 cd 05 77 82 69 c3	00 00 35 cd 05 78 56 91 c3	54312
1456468278	00 00 35 cf 05 81 13 51 c3	00 00 35 cf 05 81 fd 49 c3	59896
1456468280	00 00 35 d1 05 8b 09 1d c3	00 00 35 d1 05 8b c6 a5 c3	48520
1456468282	00 00 35 d3 05 95 70 35 c3	00 00 35 d3 05 96 47 5d c3	55080
