1456464700	00 00 27 d4 2a fa ea 09 c3	00 00 27 d4 2a fc 43 c1 c3	88504
1456464702	00 00 27 d6 2a ff d0 e9 c3	00 00 27 d6 2b 00 e4 d1 c3	70632
1456464704	00 00 27 d8 2b 04 58 69 c3	00 00 27 d8 2b 05 26 19 c3	52656
1456464706	00 00 27 da 2b 08 d5 59 c3	00 00 27 da 2b 09 77 59 c3	41472
1456464708	00 00 27 dc 2b 0d 2e 01 c3	00 00 27 dc 2b 0f 12 b9 c3	124088
1456464710	00 00 27 de 2b 11 7a e1 c3	00 00 27 de 2b 12 47 39 c3	52312
1456464712	00 00 27 e0 2b 15 c4 49 c3	00 00 27 e0 2b 16 e0 71 c3	72744
1456464714	00 00 27 e2 2b 1a 42 89 c3	00 00 27 e2 2b 1b 3c f9 c3	64112
1456464716	00 00 27 e4 2b 1e ed 79 c3	00 00 27 e4 2b 1f df 19 c3	61856
1456464718	00 00 27 e6 2b 23 f6 ab c3	00 00 27 e6 2b 24 a2 fb c3	44112
1456464720	00 00 27 e8 2b 28 ea 63 c3	00 00 27 e8 2b 29 c0 bb c3	54872
1456464722	00 00 27 ea 2b 2d 21 eb c3	00 00 27 ea 2b 2d c3 7b c3	41360
1456464724	00 00 27 ec 2b 32 61 ca c3	00 00 27 ec 2b 33 56 aa c3	62688
1456464726	00 00 27 ee 2b 36 4e b2 c3	00 00 27 ee 2b 37 20 1a c3	53608
1456464728	00 00 27 f0 2b 3a 41 81 c3	00 00 27 f0 2b 3b 58 f9 c3	71544
1456464730	00 00 27 f2 2b 3e 88 b1 c3	00 00 27 f2 2b 3f 41 09 c3	47192
1456464732	00 00 27 f4 2b 42 70 51 c3	00 00 27 f4 2b 43 4e c1 c3	56944
1456464734	00 00 27 f6 2b 46 57 21 c3	00 00 27 f6 2b 47 37 51 c3	57392
1456464736	00 00 27 f8 2b 4a b0 e9 c3	00 00 27 f8 2b 4b 87 91 c3	54952
1456464738	00 00 27 fa 2b 4f 42 84 c3	00 00 27 fa 2b 50 2d 34 c3	60080
1456464740	00 00 27 fc 2b 53 31 9c c3	00 00 27 fc 2b 53 f9 5c c3	51136
1456464742	00 00 27 fe 2b 57 28 3c c3	00 00 27 fe 2b 57 fd 04 c3	54472
1456464744	00 00 28 00 2b 5b 10 2c c3	00 00 28 00 2b 5c 0d 04 c3	64728
1456464746	00 00 28 02 2b 5e ec ac c3	00 00 28 02 2b 5f 92 d4 c3	42536
1456464748	00 00 28 04 2b 62 da 74 c3	00 00 28 04 2b 63 9b d4 c3	49504
1456464750	00 00 28 06 2b 66 c5 64 c3	00 00 28 06 2b 67 80 5c c3	47864
1456464752	00 00 28 08 2b 6a b4 7c c3	00 00 28 08 2b 6b d5 ec c3	74096
1456464754	00 00 28 0a 2b 6e 94 fb c3	00 00 28 0a 2b 6f b1 53 c3	72792
1456464756	00 00 28 0c 2b 72 72 37 c3	00 00 28 0c 2b 73 21 77 c3	44864
1456464758	00 00 28 0e 2b 76 56 a7 c3	00 00 28 0e 2b 77 84 87 c3	77280
1456464760	00 00 28 10 2b 7a 47 67 c3	00 00 28 10 2b 7b 6f 17 c3	75696
1456464762	00 00 28 12 2b 7e 6a 1f c3	00 00 28 12 2b 7f 2e 07 c3	50152
1456464764	00 00 28 14 2b 82 6b bf c3	00 00 28 14 2b 83 ad 3f c3	82304
1456464766	00 00 28 16 2b 86 53 9f c3	00 00 28 16 2b 87 65 f7 c3	70232
1456464768	00 00 28 18 2b 8a 97 1f c3	00 00 28 18 2b 8b 26 ff c3	36832
1456464770	00 00 28 1a 2b 8e b1 e7 c3	00 00 28 1a 2b 8f 33 67 c3	33152
1456464772	00 00 28 1c 2b 92 b3 74 c3	00 00 28 1c 2b 93 cb d4 c3	71776
1456464774	00 00 28 1e 2b 96 fc 7c c3	00 00 28 1e 2b 97 a5 94 c3	43288
