151,152		00 00 4b 11 38 58 68 97 c3			00 00 4b 11 38 58 72 a7 c3		2576
214,215		00 00 4b 29 38 9a 3f 07 c3			00 00 4b 29 38 9a 49 17 c3		2576
475,476		00 00 4b 8b 39 ab ad 6f c3			00 00 4b 8b 39 ab b7 77 c3		2568
623,624		00 00 4b c3	3a 48 74 69 c3			00 00 4b c3	3a 48 7e 71 c3		2568
840,841		00 00 4c 15 3b 26 43 f1 c3			00 00 4c 15 3b 26 50 41 c3		3152
