131,132		00 00 48 31 0d e6 11 19 c3				00 00 48 31 0d e6 f9 e1 c3		59592
302,303		00 00 48 6f 0f 42 cf 9a c3				00 00 48 6f 0f 43 96 a2 c3		50952
449,450		00 00 48 a5 10 73 a5 84 c3				00 00 48 a5 10 74 8e 24 c3		59552
651,652		00 00 48 ef 12 0d 5a 65 c3				00 00 48 ef 12 0e 3b fd c3		57752
762,763		00 00 49 17 12 ee ac bf c3				00 00 49 17 12 ef 8b af c3		57072	
