14:00:54.500	2015-12-16 14:00:54.500000000	2015-12-16 14:00:57.957484073	3457484073
14:00:55.000	2015-12-16 14:00:55.000000000	2015-12-16 14:00:58.009479004	3009479004
14:00:55.500	2015-12-16 14:00:55.500000000	2015-12-16 14:00:58.517019199	3017019199
14:00:56.000	2015-12-16 14:00:56.000000000	2015-12-16 14:00:59.002227166	3002227166
14:00:58.000	2015-12-16 14:00:58.000000000	2015-12-16 14:01:01.004628279	3004628279
14:00:58.500	2015-12-16 14:00:58.500000000	2015-12-16 14:01:01.508006584	3008006584
14:00:59.500	2015-12-16 14:00:59.500000000	2015-12-16 14:01:02.502924814	3002924814
14:01:00.500	2015-12-16 14:01:00.500000000	2015-12-16 14:01:03.517124615	3017124615
14:01:01.000	2015-12-16 14:01:01.000000000	2015-12-16 14:01:03.991711599	2991711599
14:01:01.500	2015-12-16 14:01:01.500000000	2015-12-16 14:01:04.501635877	3001635877
14:01:02.000	2015-12-16 14:01:02.000000000	2015-12-16 14:01:05.010642897	3010642897
14:01:02.500	2015-12-16 14:01:02.500000000	2015-12-16 14:01:05.513095581	3013095581
14:01:03.000	2015-12-16 14:01:03.000000000	2015-12-16 14:01:06.001077460	3001077460
14:01:04.500	2015-12-16 14:01:04.500000000	2015-12-16 14:01:07.510203086	3010203086
14:01:05.000	2015-12-16 14:01:05.000000000	2015-12-16 14:01:08.013892459	3013892459
14:01:06.000	2015-12-16 14:01:06.000000000	2015-12-16 14:01:09.021449532	3021449532
14:01:07.000	2015-12-16 14:01:07.000000000	2015-12-16 14:01:10.015403633	3015403633
14:01:07.500	2015-12-16 14:01:07.500000000	2015-12-16 14:01:10.506188466	3006188466
14:01:08.000	2015-12-16 14:01:08.000000000	2015-12-16 14:01:11.019793328	3019793328
14:01:08.500	2015-12-16 14:01:08.500000000	2015-12-16 14:01:11.510065194	3010065194
14:01:09.000	2015-12-16 14:01:09.000000000	2015-12-16 14:01:11.996893430	2996893430
