114,113 		00 00 13 46 05 88 56 29 c3 			00 00 13 46 05 88 60 31 c3		2568
213,212			00 00 13 6c 05 f9 3c 67 c3			00 00 13 6c 05 f9 46 77 c3		2576
359,358(73)		00 00 13 a0 06 8f 86 ea c3			00 00 13 a0 06 8f 90 fa c3 		2576
543,542			00 00 13 da 07 3f 7b b4 c3			00 00 13 da 07 3f 85 c4 c3		2576
756,757			00 00 14 1e 08 21 59 6b c3			00 00 14 1e 08 21 63 83 c3		2584
