611	2016-01-26 14:42:02.121997189	2016-01-26 14:42:02.121997696	2016-01-26 14:42:02.123524036	507	1526847
612	2016-01-26 14:42:04.122417473	2016-01-26 14:42:04.122417981	2016-01-26 14:42:04.124187260	508	1769787
613	2016-01-26 14:42:06.122856835	2016-01-26 14:42:06.122857372	2016-01-26 14:42:06.124939217	537	2082382
614	2016-01-26 14:42:08.123132633	2016-01-26 14:42:08.123133098	2016-01-26 14:42:08.124939166	465	1806533
615	2016-01-26 14:42:10.123554680	2016-01-26 14:42:10.123555243	2016-01-26 14:42:10.125061431	563	1506751
616	2016-01-26 14:42:12.123959506	2016-01-26 14:42:12.123960048	2016-01-26 14:42:12.125934125	542	1974619
617	2016-01-26 14:42:14.124363262	2016-01-26 14:42:14.124363721	2016-01-26 14:42:14.125948847	459	1585585
618	2016-01-26 14:42:16.124796314	2016-01-26 14:42:16.124796783	2016-01-26 14:42:16.126417776	469	1621462
619	2016-01-26 14:42:18.125210663	2016-01-26 14:42:18.125211147	2016-01-26 14:42:18.126633791	484	1423128
620	2016-01-26 14:42:20.125514501	2016-01-26 14:42:20.125515035	2016-01-26 14:42:20.127345553	534	1831052
621	2016-01-26 14:42:22.125942831	2016-01-26 14:42:22.125943317	2016-01-26 14:42:22.127398668	486	1455837
622	2016-01-26 14:42:24.126357544	2016-01-26 14:42:24.126358155	2016-01-26 14:42:24.128343475	611	1985931
623	2016-01-26 14:42:26.126791946	2016-01-26 14:42:26.126792420	2016-01-26 14:42:26.128086404	474	1294458
624	2016-01-26 14:42:28.127194847	2016-01-26 14:42:28.127195312	2016-01-26 14:42:28.128882291	465	1687444
625	2016-01-26 14:42:30.127633950	2016-01-26 14:42:30.127634466	2016-01-26 14:42:30.129727310	516	2093360
626	2016-01-26 14:42:32.127925133	2016-01-26 14:42:32.127925603	2016-01-26 14:42:32.129521572	470	1596439
627	2016-01-26 14:42:34.128337039	2016-01-26 14:42:34.128337751	2016-01-26 14:42:34.129902396	712	1565357
628	2016-01-26 14:42:36.128772551	2016-01-26 14:42:36.128773066	2016-01-26 14:42:36.130487952	515	1715401
629	2016-01-26 14:42:38.129182572	2016-01-26 14:42:38.129183034	2016-01-26 14:42:38.130747872	462	1565300
630	2016-01-26 14:42:40.129608492	2016-01-26 14:42:40.129608990	2016-01-26 14:42:40.131419373	498	1810881
631	2016-01-26 14:42:42.130025785	2016-01-26 14:42:42.130026239	2016-01-26 14:42:42.131666812	454	1641027
632	2016-01-26 14:42:44.130314458	2016-01-26 14:42:44.130314928	2016-01-26 14:42:44.131730488	470	1416030
633	2016-01-26 14:42:46.130733372	2016-01-26 14:42:46.130733860	2016-01-26 14:42:46.132685030	488	1951658
634	2016-01-26 14:42:48.131138289	2016-01-26 14:42:48.131139207	2016-01-26 14:42:48.133236899	918	2098610
635	2016-01-26 14:42:50.131552615	2016-01-26 14:42:50.131553323	2016-01-26 14:42:50.133053897	708	1501282
636	2016-01-26 14:42:52.131987695	2016-01-26 14:42:52.131988194	2016-01-26 14:42:52.133756522	499	1768827
637	2016-01-26 14:42:54.132413858	2016-01-26 14:42:54.132414384	2016-01-26 14:42:54.134362415	526	1948557
638	2016-01-26 14:42:56.132731646	2016-01-26 14:42:56.132732130	2016-01-26 14:42:56.134680628	484	1948982
639	2016-01-26 14:42:58.133146409	2016-01-26 14:42:58.133146913	2016-01-26 14:42:58.135132493	504	1986084
640	2016-01-26 14:43:00.133567799	2016-01-26 14:43:00.133568449	2016-01-26 14:43:00.135272062	650	1704263
641	2016-01-26 14:43:02.134015152	2016-01-26 14:43:02.134015616	2016-01-26 14:43:02.136037276	464	2022124
642	2016-01-26 14:43:04.134423840	2016-01-26 14:43:04.134424305	2016-01-26 14:43:04.136406871	465	1983031
643	2016-01-26 14:43:06.134838914	2016-01-26 14:43:06.134839561	2016-01-26 14:43:06.136542357	647	1703443
644	2016-01-26 14:43:08.135145138	2016-01-26 14:43:08.135145611	2016-01-26 14:43:08.136903007	473	1757869
645	2016-01-26 14:43:10.135570377	2016-01-26 14:43:10.135570882	2016-01-26 14:43:10.137627576	505	2057199
646	2016-01-26 14:43:12.135978467	2016-01-26 14:43:12.135978920	2016-01-26 14:43:12.137707719	453	1729252
647	2016-01-26 14:43:14.136423121	2016-01-26 14:43:14.136423719	2016-01-26 14:43:14.138463986	598	2040865
648	2016-01-26 14:43:16.136876030	2016-01-26 14:43:16.136876509	2016-01-26 14:43:16.139108289	479	2232259
649	2016-01-26 14:43:18.137278473	2016-01-26 14:43:18.137278960	2016-01-26 14:43:18.139242508	487	1964035
650	2016-01-26 14:43:20.137581020	2016-01-26 14:43:20.137581560	2016-01-26 14:43:20.139375807	540	1794787
651	2016-01-26 14:43:22.138043486	2016-01-26 14:43:22.138043962	2016-01-26 14:43:22.139972082	476	1928596
652	2016-01-26 14:43:24.138473298	2016-01-26 14:43:24.138473762	2016-01-26 14:43:24.140221454	464	1748156
653	2016-01-26 14:43:26.138927595	2016-01-26 14:43:26.138928137	2016-01-26 14:43:26.140899978	542	1972383
654	2016-01-26 14:43:28.139319575	2016-01-26 14:43:28.139320056	2016-01-26 14:43:28.141206869	481	1887294
655	2016-01-26 14:43:30.139733357	2016-01-26 14:43:30.139733852	2016-01-26 14:43:30.141483709	495	1750352
656	2016-01-26 14:43:32.140036324	2016-01-26 14:43:32.140036799	2016-01-26 14:43:32.141650052	475	1613728
657	2016-01-26 14:43:34.140443209	2016-01-26 14:43:34.140443770	2016-01-26 14:43:34.141940275	561	1497066
658	2016-01-26 14:43:36.140889129	2016-01-26 14:43:36.140889589	2016-01-26 14:43:36.142680184	460	1791055
659	2016-01-26 14:43:38.141293206	2016-01-26 14:43:38.141293702	2016-01-26 14:43:38.143071224	496	1778018
660	2016-01-26 14:43:40.141733863	2016-01-26 14:43:40.141734383	2016-01-26 14:43:40.143356781	520	1622918
661	2016-01-26 14:43:42.142176897	2016-01-26 14:43:42.142177380	2016-01-26 14:43:42.144100151	483	1923254
662	2016-01-26 14:43:44.142478343	2016-01-26 14:43:44.142479080	2016-01-26 14:43:44.144353336	737	1874993
663	2016-01-26 14:43:46.142889797	2016-01-26 14:43:46.142890278	2016-01-26 14:43:46.144882274	481	1992477
664	2016-01-26 14:43:48.143312301	2016-01-26 14:43:48.143312806	2016-01-26 14:43:48.145207667	505	1895366
665	2016-01-26 14:43:50.143731442	2016-01-26 14:43:50.143732000	2016-01-26 14:43:50.145217971	558	1486529
666	2016-01-26 14:43:52.144164035	2016-01-26 14:43:52.144164544	2016-01-26 14:43:52.146049548	509	1885513
667	2016-01-26 14:43:54.144576171	2016-01-26 14:43:54.144576927	2016-01-26 14:43:54.146496865	756	1920694
668	2016-01-26 14:43:56.144869862	2016-01-26 14:43:56.144870372	2016-01-26 14:43:56.146512089	510	1642227
669	2016-01-26 14:43:58.145267419	2016-01-26 14:43:58.145267885	2016-01-26 14:43:58.147278259	466	2010840
670	2016-01-26 14:44:00.145680985	2016-01-26 14:44:00.145681461	2016-01-26 14:44:00.147450498	476	1769513
671	2016-01-26 14:44:02.146127039	2016-01-26 14:44:02.146127545	2016-01-26 14:44:02.148257590	506	2130551
672	2016-01-26 14:44:04.146554763	2016-01-26 14:44:04.146555298	2016-01-26 14:44:04.148527559	535	1972796
673	2016-01-26 14:44:06.146981726	2016-01-26 14:44:06.146982241	2016-01-26 14:44:06.148908450	515	1926724
674	2016-01-26 14:44:08.147268519	2016-01-26 14:44:08.147268991	2016-01-26 14:44:08.148913651	472	1645132
675	2016-01-26 14:44:10.147673900	2016-01-26 14:44:10.147674407	2016-01-26 14:44:10.149128325	507	1454425
676	2016-01-26 14:44:12.148107822	2016-01-26 14:44:12.148108343	2016-01-26 14:44:12.149905575	521	1797753
677	2016-01-26 14:44:14.148529203	2016-01-26 14:44:14.148529679	2016-01-26 14:44:14.150401820	476	1872617
678	2016-01-26 14:44:16.148940776	2016-01-26 14:44:16.148941235	2016-01-26 14:44:16.150964836	459	2024060
679	2016-01-26 14:44:18.149327976	2016-01-26 14:44:18.149328513	2016-01-26 14:44:18.151009427	537	1681451
680	2016-01-26 14:44:20.149617207	2016-01-26 14:44:20.149617696	2016-01-26 14:44:20.151708287	489	2091080
681	2016-01-26 14:44:22.150020595	2016-01-26 14:44:22.150021347	2016-01-26 14:44:22.151291340	752	1270745
682	2016-01-26 14:44:24.150415680	2016-01-26 14:44:24.150416452	2016-01-26 14:44:24.152160212	772	1744532
683	2016-01-26 14:44:26.150838933	2016-01-26 14:44:26.150839398	2016-01-26 14:44:26.152523315	465	1684382
684	2016-01-26 14:44:28.151230844	2016-01-26 14:44:28.151231300	2016-01-26 14:44:28.152920690	456	1689846
685	2016-01-26 14:44:30.151636485	2016-01-26 14:44:30.151636981	2016-01-26 14:44:30.153460130	496	1823645
686	2016-01-26 14:44:32.151920200	2016-01-26 14:44:32.151920786	2016-01-26 14:44:32.153808931	586	1888731
687	2016-01-26 14:44:34.152316285	2016-01-26 14:44:34.152316957	2016-01-26 14:44:34.153986450	672	1670165
688	2016-01-26 14:44:36.152734575	2016-01-26 14:44:36.152735073	2016-01-26 14:44:36.154272375	498	1537800
689	2016-01-26 14:44:38.153140330	2016-01-26 14:44:38.153140805	2016-01-26 14:44:38.154937658	475	1797328
690	2016-01-26 14:44:40.153543551	2016-01-26 14:44:40.153544051	2016-01-26 14:44:40.155311020	500	1767469
691	2016-01-26 14:44:42.153955421	2016-01-26 14:44:42.153955899	2016-01-26 14:44:42.155690083	478	1734662
692	2016-01-26 14:44:44.154253960	2016-01-26 14:44:44.154254484	2016-01-26 14:44:44.156052227	524	1798267
693	2016-01-26 14:44:46.154659384	2016-01-26 14:44:46.154659871	2016-01-26 14:44:46.156375364	487	1715980
694	2016-01-26 14:44:48.155090353	2016-01-26 14:44:48.155090881	2016-01-26 14:44:48.157074565	528	1984212
695	2016-01-26 14:44:50.155484400	2016-01-26 14:44:50.155484860	2016-01-26 14:44:50.157215327	460	1730927
