92,93 		00 00 35 52 17 14 c2 02 c3					00 00 35 52 17 14 cc 0a c3		2568
173,172		00 00 35 70 17 7e 5a 41 c3					00 00 35 70 17 7e 64 59 c3		2584
257,256		00 00 35 90 17 ee 84 24 c3					00 00 35 90 17 ee 8e 24 c3		2560
359,360		00 00 35 b6 18 74 26 96 c3					00 00 35 b6 18 74 30 9e c3		2568
641,640		00 00 36 20 19 ed a2 da c3					00 00 36 20 19 ed ac e2 c3		2568
