09:14:00.200	2015-Sep-11 09:14:00.200000	2015-Sep-11 09:13:59.923961	-276039
09:15:00.200	2015-Sep-11 09:15:00.200000	2015-Sep-11 09:14:59.882308	-317692
09:15:00.700	2015-Sep-11 09:15:00.700000	2015-Sep-11 09:15:00.393271	-306729
09:15:01.200	2015-Sep-11 09:15:01.200000	2015-Sep-11 09:15:00.912285	-287715
09:15:01.700	2015-Sep-11 09:15:01.700000	2015-Sep-11 09:15:01.440789	-259211
09:15:02.200	2015-Sep-11 09:15:02.200000	2015-Sep-11 09:15:01.950085	-249915
09:15:02.700	2015-Sep-11 09:15:02.700000	2015-Sep-11 09:15:02.453202	-246798
09:15:03.200	2015-Sep-11 09:15:03.200000	2015-Sep-11 09:15:02.880846	-319154
09:15:03.700	2015-Sep-11 09:15:03.700000	2015-Sep-11 09:15:03.415174	-284826
09:15:04.200	2015-Sep-11 09:15:04.200000	2015-Sep-11 09:15:03.911398	-288602
09:15:04.700	2015-Sep-11 09:15:04.700000	2015-Sep-11 09:15:04.458039	-241961
09:15:05.200	2015-Sep-11 09:15:05.200000	2015-Sep-11 09:15:04.867786	-332214
09:15:05.700	2015-Sep-11 09:15:05.700000	2015-Sep-11 09:15:05.384719	-315281
09:15:06.200	2015-Sep-11 09:15:06.200000	2015-Sep-11 09:15:05.897584	-302416
09:15:06.700	2015-Sep-11 09:15:06.700000	2015-Sep-11 09:15:06.407636	-292364
09:15:07.200	2015-Sep-11 09:15:07.200000	2015-Sep-11 09:15:06.920153	-279847
09:15:07.700	2015-Sep-11 09:15:07.700000	2015-Sep-11 09:15:07.432756	-267244
09:15:08.200	2015-Sep-11 09:15:08.200000	2015-Sep-11 09:15:07.938189	-261811
09:15:08.700	2015-Sep-11 09:15:08.700000	2015-Sep-11 09:15:08.457053	-242947
09:15:09.200	2015-Sep-11 09:15:09.200000	2015-Sep-11 09:15:08.877465	-322535
09:15:09.700	2015-Sep-11 09:15:09.700000	2015-Sep-11 09:15:09.385344	-314656
09:15:10.200	2015-Sep-11 09:15:10.200000	2015-Sep-11 09:15:09.913605	-286395
09:15:10.700	2015-Sep-11 09:15:10.700000	2015-Sep-11 09:15:10.423307	-276693
09:15:11.200	2015-Sep-11 09:15:11.200000	2015-Sep-11 09:15:10.933475	-266525
09:15:11.700	2015-Sep-11 09:15:11.700000	2015-Sep-11 09:15:11.453330	-246670
09:15:12.200	2015-Sep-11 09:15:12.200000	2015-Sep-11 09:15:11.878129	-321871
09:15:12.700	2015-Sep-11 09:15:12.700000	2015-Sep-11 09:15:12.435759	-264241
09:15:13.200	2015-Sep-11 09:15:13.200000	2015-Sep-11 09:15:12.950154	-249846
09:15:13.700	2015-Sep-11 09:15:13.700000	2015-Sep-11 09:15:13.378959	-321041
09:15:14.200	2015-Sep-11 09:15:14.200000	2015-Sep-11 09:15:13.885974	-314026
09:15:14.700	2015-Sep-11 09:15:14.700000	2015-Sep-11 09:15:14.421335	-278665
09:15:15.200	2015-Sep-11 09:15:15.200000	2015-Sep-11 09:15:14.941262	-258738
09:15:15.700	2015-Sep-11 09:15:15.700000	2015-Sep-11 09:15:15.451127	-248873
09:15:16.200	2015-Sep-11 09:15:16.200000	2015-Sep-11 09:15:15.899028	-300972
09:15:16.700	2015-Sep-11 09:15:16.700000	2015-Sep-11 09:15:16.441188	-258812
09:15:17.200	2015-Sep-11 09:15:17.200000	2015-Sep-11 09:15:16.947561	-252439
09:15:17.700	2015-Sep-11 09:15:17.700000	2015-Sep-11 09:15:17.456021	-243979
09:15:18.200	2015-Sep-11 09:15:18.200000	2015-Sep-11 09:15:17.879446	-320554
09:15:18.700	2015-Sep-11 09:15:18.700000	2015-Sep-11 09:15:18.389336	-310664
09:15:19.200	2015-Sep-11 09:15:19.200000	2015-Sep-11 09:15:18.911366	-288634
09:15:19.700	2015-Sep-11 09:15:19.700000	2015-Sep-11 09:15:19.425730	-274270
09:15:20.200	2015-Sep-11 09:15:20.200000	2015-Sep-11 09:15:19.958850	-241150
09:15:20.700	2015-Sep-11 09:15:20.700000	2015-Sep-11 09:15:20.383070	-316930
09:15:21.200	2015-Sep-11 09:15:21.200000	2015-Sep-11 09:15:20.906718	-293282
09:15:21.700	2015-Sep-11 09:15:21.700000	2015-Sep-11 09:15:21.449464	-250536
09:15:22.200	2015-Sep-11 09:15:22.200000	2015-Sep-11 09:15:21.963055	-236945
09:15:22.700	2015-Sep-11 09:15:22.700000	2015-Sep-11 09:15:22.387371	-312629
09:15:23.200	2015-Sep-11 09:15:23.200000	2015-Sep-11 09:15:22.906738	-293262
09:15:23.700	2015-Sep-11 09:15:23.700000	2015-Sep-11 09:15:23.432326	-267674
09:15:24.200	2015-Sep-11 09:15:24.200000	2015-Sep-11 09:15:23.949576	-250424
09:15:24.700	2015-Sep-11 09:15:24.700000	2015-Sep-11 09:15:24.472584	-227416
09:15:25.200	2015-Sep-11 09:15:25.200000	2015-Sep-11 09:15:24.916159	-283841
09:15:25.700	2015-Sep-11 09:15:25.700000	2015-Sep-11 09:15:25.479380	-220620
09:15:26.200	2015-Sep-11 09:15:26.200000	2015-Sep-11 09:15:25.890501	-309499
09:15:26.700	2015-Sep-11 09:15:26.700000	2015-Sep-11 09:15:26.434429	-265571
09:15:27.200	2015-Sep-11 09:15:27.200000	2015-Sep-11 09:15:26.956157	-243843
09:15:27.700	2015-Sep-11 09:15:27.700000	2015-Sep-11 09:15:27.397472	-302528
09:15:28.200	2015-Sep-11 09:15:28.200000	2015-Sep-11 09:15:27.920323	-279677
