130,131		00 00 0f 74 30 48 08 f1 c3				00 00 0f 74 30 48 c8 01 c3			48912
300,301		00 00 0f b8 31 b3 c8 f7 c3				00 00 0f b8 31 b4 a6 ff c3			56840
502,504		00 00 10 02 32 e2 0b 77 c3				00 00 10 02 32 e2 dc 6f c3			53496
649,651		00 00 10 38 33 5b a8 59 c3				00 00 10 38 33 5c 78 a9 c3			53328
830,832		00 00 10 7a 33 f7 12 b7 c3				00 00 10 7a 33 f7 c3 87 c3			45264
