69,68		00 00 35 64 27 91 cc 5d c3			00 00 35 64 27 91 d6 65 c3			2568
133,134 	00 00 35 7c 27 d4 c9 da c3			00 00 35 7c 27 d4 d3 f2 c3			2584
164,163		00 00 35 88 27 f7 b1 b7 c3			00 00 35 88 27 f7 bb b7 c3			2560
217,218		00 00 35 9c 28 35 63 f7 c3			00 00 35 9c 28 35 6e 0f c3			2584
377,376		00 00 35 d8 28 eb ee 29 c3			00 00 35 d8 28 eb f8 29 c3			2560
