11	2016-01-26 12:04:48.464998811	2016-01-26 12:04:48.464999729	2016-01-26 12:04:48.466496862	918	1498051
12	2016-01-26 12:04:50.465406656	2016-01-26 12:04:50.465407484	2016-01-26 12:04:50.467410613	828	2003957
13	2016-01-26 12:04:52.465777364	2016-01-26 12:04:52.465778221	2016-01-26 12:04:52.467377017	857	1599653
14	2016-01-26 12:04:54.466049306	2016-01-26 12:04:54.466050138	2016-01-26 12:04:54.468074352	832	2025046
15	2016-01-26 12:04:56.466418367	2016-01-26 12:04:56.466419187	2016-01-26 12:04:56.468425846	820	2007479
16	2016-01-26 12:04:58.466782163	2016-01-26 12:04:58.466782831	2016-01-26 12:04:58.468400364	668	1618201
17	2016-01-26 12:05:00.467149022	2016-01-26 12:05:00.467149710	2016-01-26 12:05:00.469126567	688	1977545
18	2016-01-26 12:05:02.467558570	2016-01-26 12:05:02.467559596	2016-01-26 12:05:02.469467916	1026	1909346
19	2016-01-26 12:05:04.467955163	2016-01-26 12:05:04.467956005	2016-01-26 12:05:04.469902274	842	1947111
20	2016-01-26 12:05:06.468370637	2016-01-26 12:05:06.468371509	2016-01-26 12:05:06.470058667	872	1688030
21	2016-01-26 12:05:08.468700270	2016-01-26 12:05:08.468701236	2016-01-26 12:05:08.470170830	966	1470560
22	2016-01-26 12:05:10.469061703	2016-01-26 12:05:10.469062537	2016-01-26 12:05:10.471121388	834	2059685
23	2016-01-26 12:05:12.469430353	2016-01-26 12:05:12.469431205	2016-01-26 12:05:12.471262787	852	1832434
24	2016-01-26 12:05:14.469810597	2016-01-26 12:05:14.469811750	2016-01-26 12:05:14.471862613	1153	2052016
25	2016-01-26 12:05:16.470155105	2016-01-26 12:05:16.470155792	2016-01-26 12:05:16.472019974	687	1864869
26	2016-01-26 12:05:18.470534182	2016-01-26 12:05:18.470535205	2016-01-26 12:05:18.472638721	1023	2104539
27	2016-01-26 12:05:20.470906677	2016-01-26 12:05:20.470907333	2016-01-26 12:05:20.472875895	656	1969218
28	2016-01-26 12:05:22.471200521	2016-01-26 12:05:22.471201307	2016-01-26 12:05:22.472959208	786	1758687
29	2016-01-26 12:05:24.471557336	2016-01-26 12:05:24.471558186	2016-01-26 12:05:24.473436171	850	1878835
30	2016-01-26 12:05:26.471891255	2016-01-26 12:05:26.471892107	2016-01-26 12:05:26.474021185	852	2129930
31	2016-01-26 12:05:28.472182700	2016-01-26 12:05:28.472183397	2016-01-26 12:05:28.473843172	697	1660472
32	2016-01-26 12:05:30.472591499	2016-01-26 12:05:30.472592205	2016-01-26 12:05:30.474490731	706	1899232
33	2016-01-26 12:05:32.473035181	2016-01-26 12:05:32.473035973	2016-01-26 12:05:32.474540388	792	1505207
34	2016-01-26 12:05:34.473437450	2016-01-26 12:05:34.473438222	2016-01-26 12:05:34.475152619	772	1715169
35	2016-01-26 12:05:36.473853223	2016-01-26 12:05:36.473854045	2016-01-26 12:05:36.475675839	822	1822616
36	2016-01-26 12:05:38.474253139	2016-01-26 12:05:38.474253901	2016-01-26 12:05:38.475837182	762	1584043
37	2016-01-26 12:05:40.474676835	2016-01-26 12:05:40.474677606	2016-01-26 12:05:40.476327018	771	1650183
38	2016-01-26 12:05:42.475099849	2016-01-26 12:05:42.475100867	2016-01-26 12:05:42.477210035	1018	2110186
39	2016-01-26 12:05:44.475524829	2016-01-26 12:05:44.475525422	2016-01-26 12:05:44.477080178	593	1555349
40	2016-01-26 12:05:46.475931233	2016-01-26 12:05:46.475932056	2016-01-26 12:05:46.477900514	823	1969281
41	2016-01-26 12:05:48.476344570	2016-01-26 12:05:48.476345334	2016-01-26 12:05:48.478111222	764	1766652
42	2016-01-26 12:05:50.476800073	2016-01-26 12:05:50.476800952	2016-01-26 12:05:50.478295027	879	1494954
43	2016-01-26 12:05:52.477091889	2016-01-26 12:05:52.477092715	2016-01-26 12:05:52.479154169	826	2062280
44	2016-01-26 12:05:54.477493584	2016-01-26 12:05:54.477494293	2016-01-26 12:05:54.479367828	709	1874244
45	2016-01-26 12:05:56.477910026	2016-01-26 12:05:56.477910942	2016-01-26 12:05:56.479645419	916	1735393
46	2016-01-26 12:05:58.478311592	2016-01-26 12:05:58.478312356	2016-01-26 12:05:58.480403862	764	2092270
47	2016-01-26 12:06:00.478732676	2016-01-26 12:06:00.478733330	2016-01-26 12:06:00.480255672	654	1522996
48	2016-01-26 12:06:02.479121784	2016-01-26 12:06:02.479122597	2016-01-26 12:06:02.480832767	813	1710983
49	2016-01-26 12:06:04.479507367	2016-01-26 12:06:04.479508326	2016-01-26 12:06:04.481565800	959	2058433
50	2016-01-26 12:06:06.479900545	2016-01-26 12:06:06.479910478	2016-01-26 12:06:06.481888899	9933	1988354
51	2016-01-26 12:06:08.480311511	2016-01-26 12:06:08.480312234	2016-01-26 12:06:08.482095642	723	1784131
52	2016-01-26 12:06:10.480681410	2016-01-26 12:06:10.480682190	2016-01-26 12:06:10.482131728	780	1450318
53	2016-01-26 12:06:12.481095216	2016-01-26 12:06:12.481096058	2016-01-26 12:06:12.483093039	842	1997823
54	2016-01-26 12:06:14.481509706	2016-01-26 12:06:14.481510569	2016-01-26 12:06:14.483461372	863	1951666
55	2016-01-26 12:06:16.481870768	2016-01-26 12:06:16.481871543	2016-01-26 12:06:16.483960117	775	2089349
56	2016-01-26 12:06:18.482258866	2016-01-26 12:06:18.482259816	2016-01-26 12:06:18.484147425	950	1888559
57	2016-01-26 12:06:20.482669892	2016-01-26 12:06:20.482670656	2016-01-26 12:06:20.484430074	764	1760182
58	2016-01-26 12:06:22.483088042	2016-01-26 12:06:22.483088902	2016-01-26 12:06:22.485058487	860	1970445
59	2016-01-26 12:06:24.483507448	2016-01-26 12:06:24.483508320	2016-01-26 12:06:24.485223502	872	1716054
60	2016-01-26 12:06:26.483902203	2016-01-26 12:06:26.483902887	2016-01-26 12:06:26.485657816	684	1755613
61	2016-01-26 12:06:28.484287745	2016-01-26 12:06:28.484288498	2016-01-26 12:06:28.486098213	753	1810468
62	2016-01-26 12:06:30.484715014	2016-01-26 12:06:30.484715948	2016-01-26 12:06:30.486145790	934	1430776
63	2016-01-26 12:06:32.485109661	2016-01-26 12:06:32.485110539	2016-01-26 12:06:32.486709348	878	1599687
64	2016-01-26 12:06:34.485532486	2016-01-26 12:06:34.485533261	2016-01-26 12:06:34.487149353	775	1616867
65	2016-01-26 12:06:36.485923382	2016-01-26 12:06:36.485924348	2016-01-26 12:06:36.487520655	966	1597273
66	2016-01-26 12:06:38.486312167	2016-01-26 12:06:38.486312926	2016-01-26 12:06:38.488164296	759	1852129
67	2016-01-26 12:06:40.486716112	2016-01-26 12:06:40.486716966	2016-01-26 12:06:40.488276622	854	1560510
68	2016-01-26 12:06:42.487104683	2016-01-26 12:06:42.487105401	2016-01-26 12:06:42.488877065	718	1772382
69	2016-01-26 12:06:44.487528717	2016-01-26 12:06:44.487529767	2016-01-26 12:06:44.489403604	1050	1874887
70	2016-01-26 12:06:46.487936743	2016-01-26 12:06:46.487937505	2016-01-26 12:06:46.489918902	762	1982159
71	2016-01-26 12:06:48.488340110	2016-01-26 12:06:48.488341258	2016-01-26 12:06:48.489999515	1148	1659405
72	2016-01-26 12:06:50.488720216	2016-01-26 12:06:50.488721012	2016-01-26 12:06:50.490645782	796	1925566
73	2016-01-26 12:06:52.489097222	2016-01-26 12:06:52.489097971	2016-01-26 12:06:52.491166941	749	2069719
74	2016-01-26 12:06:54.489514266	2016-01-26 12:06:54.489515022	2016-01-26 12:06:54.490972342	756	1458076
75	2016-01-26 12:06:56.489910117	2016-01-26 12:06:56.489910938	2016-01-26 12:06:56.491884327	821	1974210
76	2016-01-26 12:06:58.490305026	2016-01-26 12:06:58.490305827	2016-01-26 12:06:58.492200115	801	1895089
77	2016-01-26 12:07:00.490743212	2016-01-26 12:07:00.490743885	2016-01-26 12:07:00.492288538	673	1545326
78	2016-01-26 12:07:02.491142580	2016-01-26 12:07:02.491143299	2016-01-26 12:07:02.493016790	719	1874210
79	2016-01-26 12:07:04.491530101	2016-01-26 12:07:04.491530938	2016-01-26 12:07:04.493276028	837	1745927
80	2016-01-26 12:07:06.491919023	2016-01-26 12:07:06.491919819	2016-01-26 12:07:06.494536636	796	2617613
81	2016-01-26 12:07:08.492342927	2016-01-26 12:07:08.492343970	2016-01-26 12:07:08.494408494	1043	2065567
82	2016-01-26 12:07:10.492777301	2016-01-26 12:07:10.492778195	2016-01-26 12:07:10.494695532	894	1918231
83	2016-01-26 12:07:12.493178128	2016-01-26 12:07:12.493178824	2016-01-26 12:07:12.494943987	696	1765859
84	2016-01-26 12:07:14.493592759	2016-01-26 12:07:14.493593608	2016-01-26 12:07:14.495403939	849	1811180
85	2016-01-26 12:07:16.493996127	2016-01-26 12:07:16.493997047	2016-01-26 12:07:16.496047898	920	2051771
86	2016-01-26 12:07:18.494397358	2016-01-26 12:07:18.494398303	2016-01-26 12:07:18.496203528	945	1806170
87	2016-01-26 12:07:20.494854631	2016-01-26 12:07:20.494855337	2016-01-26 12:07:20.496660999	706	1806368
88	2016-01-26 12:07:22.495253967	2016-01-26 12:07:22.495254780	2016-01-26 12:07:22.497100100	813	1846133
89	2016-01-26 12:07:24.495617504	2016-01-26 12:07:24.495618339	2016-01-26 12:07:24.497427003	835	1809499
90	2016-01-26 12:07:26.496044880	2016-01-26 12:07:26.496045684	2016-01-26 12:07:26.498053217	804	2008337
91	2016-01-26 12:07:28.496437173	2016-01-26 12:07:28.496437893	2016-01-26 12:07:28.498353657	720	1916484
92	2016-01-26 12:07:30.496823338	2016-01-26 12:07:30.496824033	2016-01-26 12:07:30.498828320	695	2004982
93	2016-01-26 12:07:32.497208648	2016-01-26 12:07:32.497209527	2016-01-26 12:07:32.498864953	879	1656305
94	2016-01-26 12:07:34.497605690	2016-01-26 12:07:34.497606486	2016-01-26 12:07:34.499669786	796	2064096
95	2016-01-26 12:07:36.498032200	2016-01-26 12:07:36.498033534	2016-01-26 12:07:36.499819610	1334	1787410
