TF1512 46807.300000 46912.611148 46912.611146
TF1606 46807.300000 46912.611173 46912.611173
IC1603 46807.800000 46913.149483 46913.149486
IC1606 46807.800000 46913.149489 46913.149491
IC1512 46807.800000 46913.149514 46913.149513
IC1511 46807.800000 46913.149541 46913.149538
IF1511 46807.800000 46913.149567 46913.149568
IH1606 46807.800000 46913.149584 46913.149583
IH1512 46807.800000 46913.149625 46913.149621
IH1511 46807.800000 46913.149636 46913.149637
T1603 46807.800000 46913.149677 46913.149675
T1512 46807.800000 46913.149697 46913.149693
T1606 46807.800000 46913.149729 46913.149729
TF1603 46807.800000 46913.149746 46913.149745
TF1512 46807.800000 46913.149781 46913.149778
TF1606 46807.800000 46913.149799 46913.149800
IC1606 46808.300000 46913.561233 46913.561237
IC1512 46808.300000 46913.561244 46913.561241
IC1511 46808.300000 46913.561274 46913.561276
IH1606 46808.300000 46913.561302 46913.561301
IH1512 46808.300000 46913.561335 46913.561330
IH1511 46808.300000 46913.561357 46913.561357
T1603 46808.300000 46913.561401 46913.561400
T1512 46808.300000 46913.561431 46913.561426
T1606 46808.300000 46913.561453 46913.561453
TF1603 46808.300000 46913.561479 46913.561479
TF1512 46808.300000 46913.561508 46913.561503
TF1606 46808.300000 46913.561533 46913.561535
IC1606 46808.800000 46914.061399 46914.061401
IC1512 46808.800000 46914.061405 46914.061408
IF1512 46808.800000 46914.061429 46914.061432
IF1511 46808.800000 46914.061458 46914.061456
IH1606 46808.800000 46914.061482 46914.061483
IH1512 46808.800000 46914.061508 46914.061511
IH1511 46808.800000 46914.061537 46914.061535
T1603 46808.800000 46914.061562 46914.061566
T1512 46808.800000 46914.061589 46914.061588
T1606 46808.800000 46914.061615 46914.061612
TF1603 46808.800000 46914.061641 46914.061642
TF1512 46808.800000 46914.061667 46914.061669
TF1606 46808.800000 46914.061682 46914.061680
IC1606 46809.300000 46914.571254 46914.571257
IC1512 46809.300000 46914.571277 46914.571276
IF1511 46809.300000 46914.571308 46914.571301
IH1606 46809.300000 46914.571331 46914.571329
IH1512 46809.300000 46914.571353 46914.571353
IH1511 46809.300000 46914.571380 46914.571377
T1603 46809.300000 46914.571405 46914.571405
T1512 46809.300000 46914.571440 46914.571439
T1606 46809.300000 46914.571467 46914.571464
TF1603 46809.300000 46914.571493 46914.571493
TF1512 46809.300000 46914.571520 46914.571518
TF1606 46809.300000 46914.571549 46914.571544
IC1606 46809.800000 46915.093114 46915.093120
IC1512 46809.800000 46915.093121 46915.093124
IF1512 46809.800000 46915.093151 46915.093148
IH1603 46809.800000 46915.093174 46915.093175
IH1606 46809.800000 46915.093198 46915.093198
IH1512 46809.800000 46915.093226 46915.093223
IH1511 46809.800000 46915.093252 46915.093252
T1603 46809.800000 46915.093279 46915.093278
T1512 46809.800000 46915.093315 46915.093311
T1606 46809.800000 46915.093338 46915.093339
TF1603 46809.800000 46915.093365 46915.093366
TF1512 46809.800000 46915.093392 46915.093389
TF1606 46809.800000 46915.093416 46915.093417
IC1606 46810.300000 46915.614618 46915.614618
IC1512 46810.300000 46915.614624 46915.614625
IC1511 46810.300000 46915.614652 46915.614653
IF1512 46810.300000 46915.614674 46915.614672
IF1511 46810.300000 46915.614700 46915.614698
IH1606 46810.300000 46915.614724 46915.614727
IH1512 46810.300000 46915.614737 46915.614734
IH1511 46810.300000 46915.614766 46915.614767
T1512 46810.300000 46915.614812 46915.614812
TF1603 46810.300000 46915.614844 46915.614841
TF1512 46810.300000 46915.614866 46915.614868
TF1606 46810.300000 46915.614891 46915.614892
IC1606 46810.800000 46916.135744 46916.135745
IC1511 46810.800000 46916.135748 46916.135751
IF1511 46810.800000 46916.135773 46916.135772
IH1606 46810.800000 46916.135800 46916.135799
IH1512 46810.800000 46916.135824 46916.135826
IH1511 46810.800000 46916.135835 46916.135834
T1512 46810.800000 46916.135881 46916.135879
T1606 46810.800000 46916.135911 46916.135912
TF1603 46810.800000 46916.135944 46916.135944
TF1512 46810.800000 46916.135975 46916.135972
TF1606 46810.800000 46916.136003 46916.136004
IC1606 46811.300000 46916.645747 46916.645752
IC1511 46811.300000 46916.645752 46916.645753
IF1511 46811.300000 46916.645769 46916.645771
IH1606 46811.300000 46916.645799 46916.645795
IH1512 46811.300000 46916.645822 46916.645820
IH1511 46811.300000 46916.645846 46916.645847
T1603 46811.300000 46916.645872 46916.645873
T1512 46811.300000 46916.645899 46916.645897
T1606 46811.300000 46916.645924 46916.645925
TF1603 46811.300000 46916.645951 46916.645951
TF1512 46811.300000 46916.645978 46916.645976
TF1606 46811.300000 46916.646034 46916.646031
IC1606 46811.800000 46917.067845 46917.067849
IF1511 46811.800000 46917.067850 46917.067851
IH1606 46811.800000 46917.067862 46917.067864
IH1512 46811.800000 46917.067888 46917.067889
T1603 46811.800000 46917.067915 46917.067912
T1512 46811.800000 46917.067939 46917.067943
T1606 46811.800000 46917.067969 46917.067966
TF1603 46811.800000 46917.067993 46917.067990
TF1512 46811.800000 46917.068020 46917.068021
TF1606 46811.800000 46917.068046 46917.068043
IC1606 46812.300000 46917.583093 46917.583099
IC1511 46812.300000 46917.583100 46917.583104
IF1511 46812.300000 46917.583130 46917.583126
IH1606 46812.300000 46917.583153 46917.583154
IH1511 46812.300000 46917.583162 46917.583161
T1603 46812.300000 46917.583208 46917.583204
T1512 46812.300000 46917.583233 46917.583233
T1606 46812.300000 46917.583257 46917.583257
TF1603 46812.300000 46917.583283 46917.583280
TF1512 46812.300000 46917.583292 46917.583293
TF1606 46812.300000 46917.583335 46917.583335
IC1606 46812.800000 46918.101168 46918.101169
IC1512 46812.800000 46918.101176 46918.101177
IF1511 46812.800000 46918.101201 46918.101200
IH1606 46812.800000 46918.101228 46918.101228
IH1511 46812.800000 46918.101272 46918.101273
T1603 46812.800000 46918.101303 46918.101303
T1512 46812.800000 46918.101332 46918.101329
T1606 46812.800000 46918.101356 46918.101357
TF1603 46812.800000 46918.101382 46918.101382
TF1512 46812.800000 46918.101396 46918.101393
IC1606 46813.300000 46918.622601 46918.622606
IC1512 46813.300000 46918.622606 46918.622615
IC1511 46813.300000 46918.622635 46918.622636
IF1512 46813.300000 46918.622660 46918.622661
IF1511 46813.300000 46918.622685 46918.622686
IH1606 46813.300000 46918.622713 46918.622710
IH1511 46813.300000 46918.622737 46918.622737
T1603 46813.300000 46918.622762 46918.622762
T1512 46813.300000 46918.622801 46918.622795
T1606 46813.300000 46918.622821 46918.622825
TF1512 46813.300000 46918.622848 46918.622847
TF1606 46813.300000 46918.622876 46918.622872
IF1511 46813.800000 46919.151162 46919.151169
IH1606 46813.800000 46919.151174 46919.151171
IH1511 46813.800000 46919.151197 46919.151196
T1603 46813.800000 46919.151223 46919.151224
T1512 46813.800000 46919.151252 46919.151248
T1606 46813.800000 46919.151276 46919.151277
TF1603 46813.800000 46919.151302 46919.151303
TF1512 46813.800000 46919.151326 46919.151326
TF1606 46813.800000 46919.151352 46919.151354
IC1512 46814.300000 46919.554395 46919.554396
IF1511 46814.300000 46919.554415 46919.554414
IH1606 46814.300000 46919.554443 46919.554445
IH1512 46814.300000 46919.554472 46919.554470
IH1511 46814.300000 46919.554497 46919.554495
T1603 46814.300000 46919.554525 46919.554525
T1512 46814.300000 46919.554550 46919.554549
T1606 46814.300000 46919.554576 46919.554575
TF1603 46814.300000 46919.554600 46919.554602
TF1512 46814.300000 46919.554626 46919.554624
TF1606 46814.300000 46919.554654 46919.554653
IC1512 46814.800000 46920.069497 46920.069505
IH1603 46814.800000 46920.069502 46920.069511
IH1606 46814.800000 46920.069521 46920.069524
IH1511 46814.800000 46920.069546 46920.069548
T1603 46814.800000 46920.069575 46920.069573
T1512 46814.800000 46920.069598 46920.069597
T1606 46814.800000 46920.069624 46920.069625
TF1603 46814.800000 46920.069652 46920.069650
TF1512 46814.800000 46920.069678 46920.069674
TF1606 46814.800000 46920.069703 46920.069710
IC1512 46815.300000 46920.582309 46920.582313
IF1511 46815.300000 46920.582315 46920.582314
IH1606 46815.300000 46920.582339 46920.582342
IH1512 46815.300000 46920.582366 46920.582364
IH1511 46815.300000 46920.582391 46920.582389
T1603 46815.300000 46920.582417 46920.582419
T1512 46815.300000 46920.582455 46920.582451
T1606 46815.300000 46920.582476 46920.582475
TF1512 46815.300000 46920.582500 46920.582504
TF1606 46815.300000 46920.582530 46920.582527
IC1512 46815.800000 46921.103308 46921.103311
IC1511 46815.800000 46921.103320 46921.103322
IF1512 46815.800000 46921.103329 46921.103328
IH1606 46815.800000 46921.103368 46921.103367
IH1511 46815.800000 46921.103397 46921.103397
T1603 46815.800000 46921.103420 46921.103467
T1512 46815.800000 46921.103445 46921.103471
T1606 46815.800000 46921.103477 46921.103478
TF1512 46815.800000 46921.103497 46921.103496
IC1512 46816.300000 46921.624342 46921.624348
IC1511 46816.300000 46921.624372 46921.624369
IF1512 46816.300000 46921.624394 46921.624393
IH1606 46816.300000 46921.624421 46921.624421
IH1512 46816.300000 46921.624447 46921.624445
IH1511 46816.300000 46921.624473 46921.624472
T1603 46816.300000 46921.624499 46921.624500
TF1512 46816.300000 46921.624526 46921.624524
IC1603 46816.800000 46922.151071 46922.151073
IC1512 46816.800000 46922.151077 46922.151081
IC1511 46816.800000 46922.151105 46922.151102
IF1512 46816.800000 46922.151130 46922.151125
IF1511 46816.800000 46922.151152 46922.151153
IH1603 46816.800000 46922.151180 46922.151177
IH1606 46816.800000 46922.151207 46922.151206
IH1512 46816.800000 46922.151236 46922.151237
IH1511 46816.800000 46922.151265 46922.151263
T1603 46816.800000 46922.151289 46922.151287
T1512 46816.800000 46922.151315 46922.151316
T1606 46816.800000 46922.151344 46922.151340
TF1603 46816.800000 46922.151366 46922.151365
TF1512 46816.800000 46922.151392 46922.151393
TF1606 46816.800000 46922.151422 46922.151418
IC1603 46817.300000 46922.566244 46922.566246
IC1512 46817.300000 46922.566249 46922.566252
IF1511 46817.300000 46922.566278 46922.566274
IH1606 46817.300000 46922.566301 46922.566300
IH1512 46817.300000 46922.566328 46922.566328
T1603 46817.300000 46922.566355 46922.566353
T1512 46817.300000 46922.566381 46922.566380
T1606 46817.300000 46922.566425 46922.566422
TF1603 46817.300000 46922.566428 46922.566426
TF1512 46817.300000 46922.566461 46922.566460
IC1512 46817.800000 46923.075431 46923.075435
IC1511 46817.800000 46923.075437 46923.075439
IF1511 46817.800000 46923.075463 46923.075461
IH1606 46817.800000 46923.075490 46923.075490
IH1512 46817.800000 46923.075515 46923.075515
IH1511 46817.800000 46923.075538 46923.075540
T1603 46817.800000 46923.075567 46923.075567
TF1512 46817.800000 46923.075591 46923.075590
IC1512 46818.300000 46923.601014 46923.601018
IF1511 46818.300000 46923.601024 46923.601023
IH1606 46818.300000 46923.601047 46923.601043
IH1512 46818.300000 46923.601077 46923.601080
IH1511 46818.300000 46923.601106 46923.601105
T1603 46818.300000 46923.601131 46923.601129
T1512 46818.300000 46923.601159 46923.601160
TF1603 46818.300000 46923.601183 46923.601181
TF1512 46818.300000 46923.601207 46923.601206
IC1512 46818.800000 46924.121608 46924.121614
IC1511 46818.800000 46924.121622 46924.121619
IF1512 46818.800000 46924.121641 46924.121639
IF1511 46818.800000 46924.121668 46924.121669
IH1606 46818.800000 46924.121696 46924.121694
IH1512 46818.800000 46924.121722 46924.121720
IH1511 46818.800000 46924.121746 46924.121747
T1603 46818.800000 46924.121774 46924.121772
T1512 46818.800000 46924.121799 46924.121798
T1606 46818.800000 46924.121826 46924.121827
TF1512 46818.800000 46924.121854 46924.121852
IC1603 46819.300000 46924.642801 46924.642803
IC1512 46819.300000 46924.642807 46924.642812
IC1511 46819.300000 46924.642838 46924.642833
IF1512 46819.300000 46924.642860 46924.642859
IF1603 46819.300000 46924.642886 46924.642887
IF1606 46819.300000 46924.642915 46924.642912
IF1511 46819.300000 46924.642939 46924.642936
IH1606 46819.300000 46924.642993 46924.642992
IH1512 46819.300000 46924.643014 46924.643013
IH1511 46819.300000 46924.643054 46924.643053
T1603 46819.300000 46924.643070 46924.643068
T1512 46819.300000 46924.643094 46924.643093
T1606 46819.300000 46924.643138 46924.643137
TF1603 46819.300000 46924.643165 46924.643164
TF1512 46819.300000 46924.643177 46924.643174
TF1606 46819.300000 46924.643200 46924.643201
IC1603 46819.800000 46925.066616 46925.066618
IC1511 46819.800000 46925.066620 46925.066621
IF1603 46819.800000 46925.066647 46925.066650
IF1606 46819.800000 46925.066675 46925.066674
IF1511 46819.800000 46925.066698 46925.066697
IH1606 46819.800000 46925.066723 46925.066725
IH1512 46819.800000 46925.066750 46925.066747
IH1511 46819.800000 46925.066775 46925.066774
T1512 46819.800000 46925.066799 46925.066801
TF1512 46819.800000 46925.066828 46925.066827
IC1603 46820.300000 46925.620528 46925.620530
IC1511 46820.300000 46925.620541 46925.620541
IF1511 46820.300000 46925.620564 46925.620561
IH1606 46820.300000 46925.620588 46925.620586
IH1511 46820.300000 46925.620614 46925.620615
T1603 46820.300000 46925.620641 46925.620639
T1512 46820.300000 46925.620666 46925.620664
T1606 46820.300000 46925.620691 46925.620692
TF1603 46820.300000 46925.620720 46925.620717
TF1512 46820.300000 46925.620746 46925.620746
TF1606 46820.300000 46925.620769 46925.620770
IC1603 46820.800000 46926.126592 46926.126592
IH1606 46820.800000 46926.126601 46926.126603
IH1512 46820.800000 46926.126621 46926.126734
IH1511 46820.800000 46926.126650 46926.126738
T1603 46820.800000 46926.126674 46926.126740
T1512 46820.800000 46926.126699 46926.126745
T1606 46820.800000 46926.126728 46926.126751
TF1512 46820.800000 46926.126752 46926.126752
IC1511 46821.300000 46926.649904 46926.649905
IH1606 46821.300000 46926.649917 46926.649911
IH1512 46821.300000 46926.649970 46926.649969
IH1511 46821.300000 46926.649986 46926.649987
T1603 46821.300000 46926.650010 46926.650009
TF1512 46821.300000 46926.650035 46926.650035
IC1512 46821.800000 46927.061364 46927.061372
IF1512 46821.800000 46927.061371 46927.061372
IF1511 46821.800000 46927.061402 46927.061406
IH1606 46821.800000 46927.061445 46927.061443
IH1512 46821.800000 46927.061464 46927.061462
T1603 46821.800000 46927.061489 46927.061489
T1512 46821.800000 46927.061524 46927.061523
TF1603 46821.800000 46927.061553 46927.061555
TF1512 46821.800000 46927.061573 46927.061576
IF1511 46822.300000 46927.577869 46927.577871
IH1606 46822.300000 46927.577875 46927.577872
IH1512 46822.300000 46927.577890 46927.577890
IH1511 46822.300000 46927.577915 46927.577914
T1603 46822.300000 46927.577940 46927.577939
T1512 46822.300000 46927.577981 46927.577983
TF1512 46822.300000 46927.577999 46927.577998
IF1511 46822.800000 46928.091001 46928.091004
IH1606 46822.800000 46928.091038 46928.091038
IH1512 46822.800000 46928.091062 46928.091058
IH1511 46822.800000 46928.091088 46928.091085
T1603 46822.800000 46928.091111 46928.091112
T1512 46822.800000 46928.091140 46928.091137
TF1512 46822.800000 46928.091164 46928.091163
IC1512 46823.300000 46928.605696 46928.605704
IF1511 46823.300000 46928.605702 46928.605708
IH1606 46823.300000 46928.605725 46928.605723
IH1512 46823.300000 46928.605746 46928.605747
IH1511 46823.300000 46928.605776 46928.605772
T1603 46823.300000 46928.605800 46928.605800
T1512 46823.300000 46928.605825 46928.605827
T1606 46823.300000 46928.605854 46928.605851
TF1512 46823.300000 46928.605876 46928.605875
IF1511 46823.800000 46929.140864 46929.140870
IH1606 46823.800000 46929.140881 46929.140879
IH1512 46823.800000 46929.140900 46929.140898
IH1511 46823.800000 46929.140931 46929.140929
T1603 46823.800000 46929.140951 46929.140949
T1512 46823.800000 46929.140986 46929.140985
T1606 46823.800000 46929.141014 46929.141014
TF1603 46823.800000 46929.141038 46929.141036
TF1512 46823.800000 46929.141064 46929.141064
TF1606 46823.800000 46929.141095 46929.141092
IC1512 46824.300000 46929.560465 46929.560468
IF1512 46824.300000 46929.560472 46929.560476
IF1603 46824.300000 46929.560506 46929.560503
IF1606 46824.300000 46929.560529 46929.560527
IF1511 46824.300000 46929.560556 46929.560557
IH1606 46824.300000 46929.560584 46929.560581
IH1512 46824.300000 46929.560607 46929.560606
IH1511 46824.300000 46929.560633 46929.560638
T1603 46824.300000 46929.560661 46929.560660
T1512 46824.300000 46929.560687 46929.560685
TF1603 46824.300000 46929.560710 46929.560713
TF1512 46824.300000 46929.560739 46929.560737
IF1512 46824.800000 46930.069894 46930.069896
IF1606 46824.800000 46930.069900 46930.069903
IF1511 46824.800000 46930.069928 46930.069925
IH1606 46824.800000 46930.069952 46930.069951
IH1512 46824.800000 46930.069981 46930.069980
IH1511 46824.800000 46930.070008 46930.070004
T1603 46824.800000 46930.070030 46930.070029
TF1603 46824.800000 46930.070054 46930.070056
TF1512 46824.800000 46930.070082 46930.070080
IF1512 46825.300000 46930.589816 46930.589818
IF1606 46825.300000 46930.589820 46930.589825
IH1606 46825.300000 46930.589846 46930.589843
IH1512 46825.300000 46930.589872 46930.589870
IH1511 46825.300000 46930.589896 46930.589898
T1603 46825.300000 46930.589923 46930.589921
TF1512 46825.300000 46930.589947 46930.589946
IC1511 46825.800000 46931.097776 46931.097784
IF1606 46825.800000 46931.097782 46931.097787
IF1511 46825.800000 46931.097799 46931.097799
IH1606 46825.800000 46931.097826 46931.097827
IH1512 46825.800000 46931.097855 46931.097854
IH1511 46825.800000 46931.097879 46931.097876
T1603 46825.800000 46931.097905 46931.097904
TF1512 46825.800000 46931.097930 46931.097928
IC1512 46826.300000 46931.637205 46931.637209
IC1511 46826.300000 46931.637220 46931.637220
IF1512 46826.300000 46931.637239 46931.637239
IF1606 46826.300000 46931.637264 46931.637263
IF1511 46826.300000 46931.637296 46931.637293
IH1606 46826.300000 46931.637318 46931.637315
IH1512 46826.300000 46931.637342 46931.637344
IH1511 46826.300000 46931.637369 46931.637367
T1603 46826.300000 46931.637401 46931.637400
T1512 46826.300000 46931.637426 46931.637427
TF1512 46826.300000 46931.637454 46931.637453
IF1512 46826.800000 46932.052245 46932.052247
IF1606 46826.800000 46932.052248 46932.052255
IF1511 46826.800000 46932.052264 46932.052260
IH1606 46826.800000 46932.052287 46932.052285
IH1512 46826.800000 46932.052313 46932.052314
IH1511 46826.800000 46932.052347 46932.052345
T1603 46826.800000 46932.052371 46932.052369
