13:08:06	0	2015-Aug-19 13:08:06	2015-Aug-19 13:08:05.817908	-182092
13:08:06	500	2015-Aug-19 13:08:06.500000	2015-Aug-19 13:08:05.842994	-657006
13:08:07	0	2015-Aug-19 13:08:07	2015-Aug-19 13:08:06.354035	-645965
13:08:07	500	2015-Aug-19 13:08:07.500000	2015-Aug-19 13:08:06.762787	-737213
13:08:08	0	2015-Aug-19 13:08:08	2015-Aug-19 13:08:07.277344	-722656
13:08:08	500	2015-Aug-19 13:08:08.500000	2015-Aug-19 13:08:07.783387	-716613
13:08:09	0	2015-Aug-19 13:08:09	2015-Aug-19 13:08:08.297304	-702696
13:08:09	500	2015-Aug-19 13:08:09.500000	2015-Aug-19 13:08:08.812041	-687959
13:08:10	0	2015-Aug-19 13:08:10	2015-Aug-19 13:08:09.324412	-675588
13:08:10	500	2015-Aug-19 13:08:10.500000	2015-Aug-19 13:08:09.837892	-662108
13:08:11	0	2015-Aug-19 13:08:11	2015-Aug-19 13:08:10.351689	-648311
13:08:11	500	2015-Aug-19 13:08:11.500000	2015-Aug-19 13:08:10.762285	-737715
13:08:12	0	2015-Aug-19 13:08:12	2015-Aug-19 13:08:11.288163	-711837
13:08:12	500	2015-Aug-19 13:08:12.500000	2015-Aug-19 13:08:11.953497	-546503
13:08:13	0	2015-Aug-19 13:08:13	2015-Aug-19 13:08:12.293661	-706339
13:08:13	500	2015-Aug-19 13:08:13.500000	2015-Aug-19 13:08:12.798218	-701782
13:08:14	0	2015-Aug-19 13:08:14	2015-Aug-19 13:08:13.304239	-695761
13:08:14	500	2015-Aug-19 13:08:14.500000	2015-Aug-19 13:08:13.815758	-684242
13:08:15	0	2015-Aug-19 13:08:15	2015-Aug-19 13:08:14.318476	-681524
13:08:15	500	2015-Aug-19 13:08:15.500000	2015-Aug-19 13:08:14.836962	-663038
13:08:16	0	2015-Aug-19 13:08:16	2015-Aug-19 13:08:15.349365	-650635
13:08:16	500	2015-Aug-19 13:08:16.500000	2015-Aug-19 13:08:15.760013	-739987
13:08:17	0	2015-Aug-19 13:08:17	2015-Aug-19 13:08:16.267863	-732137
13:08:17	500	2015-Aug-19 13:08:17.500000	2015-Aug-19 13:08:16.781285	-718715
13:08:18	0	2015-Aug-19 13:08:18	2015-Aug-19 13:08:17.312340	-687660
13:08:18	500	2015-Aug-19 13:08:18.500000	2015-Aug-19 13:08:17.815813	-684187
13:08:19	0	2015-Aug-19 13:08:19	2015-Aug-19 13:08:18.332125	-667875
13:08:19	500	2015-Aug-19 13:08:19.500000	2015-Aug-19 13:08:18.850894	-649106
13:08:20	0	2015-Aug-19 13:08:20	2015-Aug-19 13:08:19.258788	-741212
13:08:20	500	2015-Aug-19 13:08:20.500000	2015-Aug-19 13:08:19.775709	-724291
13:08:21	0	2015-Aug-19 13:08:21	2015-Aug-19 13:08:20.278656	-721344
13:08:21	500	2015-Aug-19 13:08:21.500000	2015-Aug-19 13:08:20.791093	-708907
13:08:22	0	2015-Aug-19 13:08:22	2015-Aug-19 13:08:21.313105	-686895
13:08:22	500	2015-Aug-19 13:08:22.500000	2015-Aug-19 13:08:21.826300	-673700
13:08:23	0	2015-Aug-19 13:08:23	2015-Aug-19 13:08:22.340366	-659634
13:08:23	500	2015-Aug-19 13:08:23.500000	2015-Aug-19 13:08:22.854051	-645949
13:08:24	0	2015-Aug-19 13:08:24	2015-Aug-19 13:08:23.357679	-642321
13:08:24	500	2015-Aug-19 13:08:24.500000	2015-Aug-19 13:08:23.762627	-737373
13:08:25	0	2015-Aug-19 13:08:25	2015-Aug-19 13:08:24.265226	-734774
13:08:25	500	2015-Aug-19 13:08:25.500000	2015-Aug-19 13:08:24.777435	-722565
13:08:26	0	2015-Aug-19 13:08:26	2015-Aug-19 13:08:25.283197	-716803
13:08:26	500	2015-Aug-19 13:08:26.500000	2015-Aug-19 13:08:25.797608	-702392
13:08:27	0	2015-Aug-19 13:08:27	2015-Aug-19 13:08:26.307201	-692799
13:08:27	500	2015-Aug-19 13:08:27.500000	2015-Aug-19 13:08:26.803302	-696698
13:08:28	0	2015-Aug-19 13:08:28	2015-Aug-19 13:08:27.315458	-684542
13:08:28	500	2015-Aug-19 13:08:28.500000	2015-Aug-19 13:08:27.820572	-679428
13:08:29	0	2015-Aug-19 13:08:29	2015-Aug-19 13:08:28.328696	-671304
13:08:29	500	2015-Aug-19 13:08:29.500000	2015-Aug-19 13:08:28.833860	-666140
13:08:30	0	2015-Aug-19 13:08:30	2015-Aug-19 13:08:29.343836	-656164
13:08:30	500	2015-Aug-19 13:08:30.500000	2015-Aug-19 13:08:29.762549	-737451
13:08:31	0	2015-Aug-19 13:08:31	2015-Aug-19 13:08:30.287446	-712554
13:08:31	500	2015-Aug-19 13:08:31.500000	2015-Aug-19 13:08:30.797645	-702355
13:08:32	0	2015-Aug-19 13:08:32	2015-Aug-19 13:08:31.305259	-694741
13:08:32	500	2015-Aug-19 13:08:32.500000	2015-Aug-19 13:08:31.808720	-691280
13:08:33	0	2015-Aug-19 13:08:33	2015-Aug-19 13:08:32.310873	-689127
13:08:33	500	2015-Aug-19 13:08:33.500000	2015-Aug-19 13:08:32.820498	-679502
13:08:34	0	2015-Aug-19 13:08:34	2015-Aug-19 13:08:33.321913	-678087
13:08:34	500	2015-Aug-19 13:08:34.500000	2015-Aug-19 13:08:33.826153	-673847
13:08:35	0	2015-Aug-19 13:08:35	2015-Aug-19 13:08:34.333785	-666215
13:08:35	500	2015-Aug-19 13:08:35.500000	2015-Aug-19 13:08:34.854653	-645347
13:08:36	0	2015-Aug-19 13:08:36	2015-Aug-19 13:08:35.261494	-738506
13:08:36	500	2015-Aug-19 13:08:36.500000	2015-Aug-19 13:08:35.767792	-732208
13:08:37	0	2015-Aug-19 13:08:37	2015-Aug-19 13:08:36.281461	-718539
13:08:37	500	2015-Aug-19 13:08:37.500000	2015-Aug-19 13:08:36.799532	-700468
13:08:38	0	2015-Aug-19 13:08:38	2015-Aug-19 13:08:37.301710	-698290
13:08:38	500	2015-Aug-19 13:08:38.500000	2015-Aug-19 13:08:37.813130	-686870
13:08:39	0	2015-Aug-19 13:08:39	2015-Aug-19 13:08:38.319796	-680204
13:08:39	500	2015-Aug-19 13:08:39.500000	2015-Aug-19 13:08:38.826953	-673047
13:08:40	0	2015-Aug-19 13:08:40	2015-Aug-19 13:08:39.346144	-653856
13:08:40	500	2015-Aug-19 13:08:40.500000	2015-Aug-19 13:08:39.763920	-736080
13:08:41	0	2015-Aug-19 13:08:41	2015-Aug-19 13:08:40.278623	-721377
13:08:41	500	2015-Aug-19 13:08:41.500000	2015-Aug-19 13:08:40.796462	-703538
13:08:42	0	2015-Aug-19 13:08:42	2015-Aug-19 13:08:41.304758	-695242
13:08:42	500	2015-Aug-19 13:08:42.500000	2015-Aug-19 13:08:41.816957	-683043
13:08:43	0	2015-Aug-19 13:08:43	2015-Aug-19 13:08:42.322169	-677831
13:08:43	500	2015-Aug-19 13:08:43.500000	2015-Aug-19 13:08:42.836622	-663378
13:08:44	0	2015-Aug-19 13:08:44	2015-Aug-19 13:08:43.338456	-661544
13:08:44	500	2015-Aug-19 13:08:44.500000	2015-Aug-19 13:08:43.857077	-642923
13:08:45	0	2015-Aug-19 13:08:45	2015-Aug-19 13:08:44.283504	-716496
13:08:45	500	2015-Aug-19 13:08:45.500000	2015-Aug-19 13:08:44.782454	-717546
13:08:46	0	2015-Aug-19 13:08:46	2015-Aug-19 13:08:45.308859	-691141
13:08:46	500	2015-Aug-19 13:08:46.500000	2015-Aug-19 13:08:45.827328	-672672
13:08:47	0	2015-Aug-19 13:08:47	2015-Aug-19 13:08:46.344920	-655080
13:08:47	500	2015-Aug-19 13:08:47.500000	2015-Aug-19 13:08:46.754170	-745830
13:08:48	0	2015-Aug-19 13:08:48	2015-Aug-19 13:08:47.267734	-732266
13:08:48	500	2015-Aug-19 13:08:48.500000	2015-Aug-19 13:08:47.793513	-706487
13:08:49	0	2015-Aug-19 13:08:49	2015-Aug-19 13:08:48.303510	-696490
13:08:49	500	2015-Aug-19 13:08:49.500000	2015-Aug-19 13:08:48.822097	-677903
13:08:50	0	2015-Aug-19 13:08:50	2015-Aug-19 13:08:49.323991	-676009
13:08:50	500	2015-Aug-19 13:08:50.500000	2015-Aug-19 13:08:49.828007	-671993
13:08:51	0	2015-Aug-19 13:08:51	2015-Aug-19 13:08:50.348596	-651404
13:08:51	500	2015-Aug-19 13:08:51.500000	2015-Aug-19 13:08:50.766066	-733934
13:08:52	0	2015-Aug-19 13:08:52	2015-Aug-19 13:08:51.292581	-707419
13:08:52	500	2015-Aug-19 13:08:52.500000	2015-Aug-19 13:08:51.803382	-696618
13:08:53	0	2015-Aug-19 13:08:53	2015-Aug-19 13:08:52.322484	-677516
13:08:53	500	2015-Aug-19 13:08:53.500000	2015-Aug-19 13:08:52.828137	-671863
13:08:54	0	2015-Aug-19 13:08:54	2015-Aug-19 13:08:53.341712	-658288
13:08:54	500	2015-Aug-19 13:08:54.500000	2015-Aug-19 13:08:53.754991	-745009
13:08:55	0	2015-Aug-19 13:08:55	2015-Aug-19 13:08:54.276066	-723934
13:08:55	500	2015-Aug-19 13:08:55.500000	2015-Aug-19 13:08:54.800077	-699923
13:08:56	0	2015-Aug-19 13:08:56	2015-Aug-19 13:08:55.314494	-685506
13:08:56	500	2015-Aug-19 13:08:56.500000	2015-Aug-19 13:08:55.838151	-661849
13:08:57	0	2015-Aug-19 13:08:57	2015-Aug-19 13:08:56.347698	-652302
13:08:57	500	2015-Aug-19 13:08:57.500000	2015-Aug-19 13:08:56.854529	-645471
13:08:58	0	2015-Aug-19 13:08:58	2015-Aug-19 13:08:57.270769	-729231
13:08:58	500	2015-Aug-19 13:08:58.500000	2015-Aug-19 13:08:57.776346	-723654
13:08:59	0	2015-Aug-19 13:08:59	2015-Aug-19 13:08:58.298462	-701538
13:08:59	500	2015-Aug-19 13:08:59.500000	2015-Aug-19 13:08:58.817972	-682028
13:09:00	0	2015-Aug-19 13:09:00	2015-Aug-19 13:08:59.342626	-657374
13:09:00	500	2015-Aug-19 13:09:00.500000	2015-Aug-19 13:08:59.765113	-734887
13:09:01	0	2015-Aug-19 13:09:01	2015-Aug-19 13:09:00.287791	-712209
13:09:01	500	2015-Aug-19 13:09:01.500000	2015-Aug-19 13:09:00.797145	-702855
13:09:02	0	2015-Aug-19 13:09:02	2015-Aug-19 13:09:01.317637	-682363
13:09:02	500	2015-Aug-19 13:09:02.500000	2015-Aug-19 13:09:01.846099	-653901
13:09:03	0	2015-Aug-19 13:09:03	2015-Aug-19 13:09:02.266306	-733694
13:09:03	500	2015-Aug-19 13:09:03.500000	2015-Aug-19 13:09:02.797509	-702491
13:09:04	0	2015-Aug-19 13:09:04	2015-Aug-19 13:09:03.308654	-691346
13:09:04	500	2015-Aug-19 13:09:04.500000	2015-Aug-19 13:09:03.828102	-671898
13:09:05	0	2015-Aug-19 13:09:05	2015-Aug-19 13:09:04.260107	-739893
13:09:05	500	2015-Aug-19 13:09:05.500000	2015-Aug-19 13:09:04.786225	-713775
